,ntoskrnl.exe,ntoskrnl.exe.1
114006,140.0,99
114007,177.0,98
114008,177.0,99
114009,115.0,98
114010,140.0,99
114011,127.0,130
114012,162.0,130
114013,162.0,130
114014,55.0,118
114015,177.0,89
114016,177.0,130
114017,115.0,35
114018,140.0,118
114019,177.0,89
114020,177.0,130
114021,115.0,35
114022,140.0,118
114023,177.0,89
114024,162.0,130
114025,162.0,35
114026,55.0,118
114027,142.0,89
114028,177.0,130
114029,27.0,35
114030,159.0,98
114031,26.0,99
114032,98.0,98
114033,99.0,99
114034,118.0,98
114035,89.0,99
114036,118.0,98
114037,125.0,99
114038,125.0,98
114039,130.0,99
114040,35.0,98
114041,98.0,99
114042,99.0,130
114043,118.0,130
114044,89.0,130
114045,118.0,98
114046,125.0,99
114047,125.0,98
114048,130.0,99
114049,35.0,98
114050,98.0,99
114051,99.0,98
114052,22.0,99
114053,98.0,130
114054,99.0,130
114055,116.0,130
114056,35.0,98
114057,98.0,99
114058,99.0,98
114059,157.0,99
114060,118.0,98
114061,89.0,99
114062,118.0,98
114063,125.0,99
114064,125.0,130
114065,127.0,130
114066,162.0,130
114067,162.0,118
114068,55.0,89
114069,130.0,130
114070,35.0,35
114071,116.0,118
114072,157.0,89
114073,35.0,130
114074,115.0,35
114075,27.0,98
114076,27.0,99
114077,159.0,98
114078,22.0,99
114079,162.0,98
114080,98.0,99
114081,162.0,98
114082,99.0,99
114083,55.0,130
114084,165.0,130
114085,122.0,130
114086,122.0,98
114087,172.0,99
114088,122.0,98
114089,34.0,99
114090,152.0,98
114091,122.0,99
114092,152.0,98
114093,122.0,99
114094,177.0,130
114095,122.0,130
114096,177.0,130
114097,177.0,98
114098,30.0,99
114099,152.0,98
114100,179.0,99
114101,179.0,98
114102,177.0,99
114103,116.0,98
114104,115.0,99
114105,157.0,130
114106,140.0,130
114107,116.0,130
114108,177.0,98
114109,116.0,99
114110,177.0,98
114111,35.0,99
114112,115.0,98
114113,27.0,99
114114,140.0,98
114115,159.0,99
114116,180.0,130
114117,98.0,130
114118,99.0,130
114119,157.0,98
114120,118.0,99
114121,89.0,98
114122,118.0,99
114123,125.0,98
114124,125.0,99
114125,130.0,98
114126,35.0,99
114127,116.0,130
114128,157.0,130
114129,35.0,130
114130,152.0,98
114131,98.0,99
114132,179.0,98
114133,99.0,99
114134,157.0,98
114135,118.0,99
114136,89.0,98
114137,127.0,99
114138,162.0,130
114139,162.0,130
114140,55.0,130
114141,118.0,98
114142,125.0,99
114143,125.0,98
114144,130.0,99
114145,162.0,98
114146,162.0,99
114147,55.0,98
114148,55.0,99
114149,165.0,130
114150,184.0,130
114151,122.0,130
114152,122.0,98
114153,9.0,99
114154,9.0,98
114155,122.0,99
114156,9.0,98
114157,34.0,99
114158,152.0,98
114159,60.0,99
114160,122.0,130
114161,35.0,130
114162,152.0,130
114163,122.0,98
114164,122.0,99
114165,137.0,98
114166,177.0,99
114167,165.0,98
114168,182.0,99
114169,122.0,98
114170,122.0,99
114171,177.0,130
114172,122.0,130
114173,34.0,130
114174,152.0,98
114175,122.0,99
114176,152.0,98
114177,122.0,99
114178,122.0,98
114179,177.0,99
114180,177.0,98
114181,152.0,99
114182,179.0,130
114183,127.0,130
114184,162.0,130
114185,162.0,98
114186,55.0,99
114187,179.0,98
114188,177.0,99
114189,152.0,98
114190,179.0,99
114191,179.0,98
114192,162.0,99
114193,162.0,130
114194,55.0,130
114195,152.0,130
114196,179.0,98
114197,179.0,99
114198,142.0,98
114199,164.0,99
114200,165.0,98
114201,122.0,99
114202,122.0,98
114203,122.0,99
114204,34.0,130
114205,152.0,130
114206,122.0,130
114207,152.0,98
114208,122.0,99
114209,122.0,98
114210,177.0,99
114211,137.0,98
114212,159.0,99
114213,35.0,98
114214,177.0,99
114215,35.0,130
114216,35.0,130
114217,35.0,130
114218,35.0,98
114219,33.0,99
114220,159.0,98
114221,180.0,99
114222,182.0,98
114223,143.0,99
114224,152.0,98
114225,137.0,99
114226,143.0,130
114227,143.0,130
114228,143.0,130
114229,69.0,98
114230,35.0,99
114231,152.0,98
114232,180.0,99
114233,182.0,98
114234,27.0,99
114235,137.0,98
114236,182.0,99
114237,177.0,130
114238,177.0,130
114239,127.0,130
114240,35.0,98
114241,159.0,99
114242,159.0,98
114243,162.0,99
114244,180.0,98
114245,162.0,99
114246,55.0,98
114247,179.0,99
114248,152.0,130
114249,143.0,130
114250,182.0,130
114251,179.0,98
114252,137.0,99
114253,177.0,98
114254,137.0,99
114255,160.0,98
114256,143.0,99
114257,162.0,98
114258,143.0,99
114259,162.0,130
114260,55.0,130
114261,143.0,130
114262,165.0,98
114263,122.0,99
114264,122.0,98
114265,122.0,99
114266,34.0,98
114267,152.0,99
114268,122.0,98
114269,152.0,99
114270,122.0,130
114271,122.0,130
114272,177.0,130
114273,177.0,98
114274,179.0,99
114275,152.0,98
114276,179.0,99
114277,179.0,98
114278,35.0,99
114279,116.0,98
114280,157.0,99
114281,152.0,130
114282,166.0,130
114283,179.0,130
114284,179.0,98
114285,35.0,99
114286,152.0,98
114287,98.0,99
114288,179.0,98
114289,99.0,99
114290,157.0,98
114291,118.0,99
114292,89.0,130
114293,118.0,130
114294,127.0,130
114295,162.0,98
114296,162.0,99
114297,55.0,98
114298,125.0,99
114299,125.0,98
114300,130.0,99
114301,35.0,30
114302,116.0,98
114303,157.0,30
114304,35.0,99
114305,152.0,30
114306,162.0,130
114307,162.0,177
114308,55.0,130
114309,115.0,130
114310,98.0,98
114311,99.0,99
114312,118.0,98
114313,165.0,99
114314,89.0,98
114315,122.0,99
114316,122.0,98
114317,118.0,99
114318,122.0,130
114319,34.0,130
114320,125.0,130
114321,152.0,98
114322,125.0,99
114323,122.0,98
114324,130.0,99
114325,152.0,98
114326,35.0,99
114327,122.0,98
114328,122.0,99
114329,177.0,130
114330,137.0,130
114331,27.0,130
114332,182.0,98
114333,177.0,99
114334,177.0,98
114335,177.0,99
114336,98.0,98
114337,182.0,99
114338,99.0,98
114339,118.0,99
114340,137.0,130
114341,89.0,130
114342,177.0,130
114343,115.0,98
114344,118.0,99
114345,140.0,98
114346,177.0,99
114347,125.0,98
114348,125.0,99
114349,177.0,98
114350,115.0,99
114351,130.0,130
114352,140.0,130
114353,35.0,130
114354,179.0,98
114355,177.0,99
114356,177.0,98
114357,27.0,99
114358,115.0,98
114359,159.0,99
114360,140.0,98
114361,22.0,99
114362,177.0,130
114363,98.0,130
114364,177.0,130
114365,115.0,98
114366,99.0,99
114367,140.0,98
114368,177.0,99
114369,34.0,98
114370,179.0,99
114371,35.0,98
114372,127.0,99
114373,162.0,130
114374,162.0,130
114375,55.0,130
114376,116.0,98
114377,35.0,99
114378,157.0,98
114379,174.0,99
114380,116.0,98
114381,174.0,99
114382,174.0,98
114383,116.0,99
114384,60.0,130
114385,174.0,130
114386,50.0,130
114387,174.0,98
114388,174.0,99
114389,174.0,98
114390,50.0,99
114391,174.0,98
114392,174.0,99
114393,162.0,98
114394,162.0,99
114395,55.0,130
114396,35.0,130
114397,27.0,130
114398,165.0,98
114399,159.0,99
114400,122.0,98
114401,180.0,99
114402,122.0,98
114403,122.0,99
114404,34.0,98
114405,152.0,99
114406,122.0,130
114407,152.0,130
114408,122.0,130
114409,122.0,98
114410,177.0,99
114411,177.0,98
114412,115.0,99
114413,27.0,98
114414,27.0,99
114415,174.0,98
114416,159.0,99
114417,138.0,130
114418,174.0,130
114419,174.0,130
114420,183.0,98
114421,174.0,99
114422,174.0,98
114423,27.0,99
114424,174.0,98
114425,159.0,99
114426,180.0,98
114427,115.0,99
114428,27.0,130
114429,127.0,130
114430,162.0,130
114431,162.0,98
114432,55.0,99
114433,27.0,98
114434,174.0,99
114435,174.0,98
114436,159.0,99
114437,174.0,98
114438,35.0,99
114439,174.0,130
114440,35.0,130
114441,174.0,130
114442,35.0,98
114443,174.0,99
114444,27.0,98
114445,174.0,99
114446,159.0,98
114447,180.0,99
114448,152.0,98
114449,162.0,99
114450,98.0,130
114451,162.0,130
114452,99.0,130
114453,55.0,98
114454,118.0,99
114455,165.0,98
114456,89.0,99
114457,122.0,98
114458,122.0,99
114459,122.0,98
114460,118.0,99
114461,34.0,130
114462,125.0,130
114463,152.0,130
114464,125.0,98
114465,122.0,99
114466,130.0,98
114467,152.0,99
114468,35.0,98
114469,122.0,99
114470,177.0,98
114471,122.0,99
114472,137.0,130
114473,182.0,130
114474,41.0,130
114475,177.0,98
114476,98.0,99
114477,152.0,98
114478,99.0,99
114479,182.0,98
114480,118.0,99
114481,89.0,98
114482,137.0,99
114483,177.0,130
114484,118.0,130
114485,125.0,130
114486,30.0,98
114487,125.0,99
114488,119.0,98
114489,130.0,99
114490,35.0,98
114491,127.0,99
114492,179.0,98
114493,127.0,99
114494,105.0,130
114495,179.0,130
114496,165.0,130
114497,122.0,98
114498,122.0,99
114499,122.0,98
114500,34.0,99
114501,152.0,98
114502,127.0,99
114503,162.0,98
114504,162.0,99
114505,55.0,130
114506,42.0,130
114507,49.0,130
114508,80.0,98
114509,35.0,99
114510,35.0,98
114511,42.0,99
114512,162.0,98
114513,162.0,99
114514,55.0,98
114515,122.0,99
114516,152.0,130
114517,122.0,130
114518,122.0,130
114519,177.0,98
114520,177.0,99
114521,49.0,98
114522,80.0,99
114523,35.0,98
114524,131.0,99
114525,131.0,98
114526,175.0,99
114527,35.0,130
114528,175.0,130
114529,105.0,130
114530,174.0,98
114531,174.0,99
114532,174.0,98
114533,174.0,99
114534,174.0,98
114535,174.0,99
114536,174.0,98
114537,174.0,99
114538,174.0,130
114539,174.0,130
114540,174.0,130
114541,174.0,98
114542,174.0,99
114543,174.0,98
114544,174.0,99
114545,174.0,98
114546,174.0,99
114547,174.0,98
114548,174.0,99
114549,174.0,130
114550,174.0,130
114551,174.0,130
114552,174.0,98
114553,174.0,99
114554,174.0,98
114555,174.0,99
114556,174.0,98
114557,174.0,99
114558,174.0,98
114559,174.0,99
114560,174.0,130
114561,174.0,130
114562,127.0,130
114563,162.0,98
114564,162.0,99
114565,55.0,98
114566,174.0,99
114567,174.0,98
114568,174.0,99
114569,174.0,98
114570,174.0,99
114571,174.0,130
114572,174.0,130
114573,174.0,130
114574,174.0,98
114575,174.0,99
114576,162.0,98
114577,162.0,99
114578,55.0,98
114579,174.0,99
114580,174.0,98
114581,174.0,99
114582,174.0,130
114583,174.0,130
114584,174.0,130
114585,174.0,98
114586,174.0,99
114587,174.0,98
114588,174.0,99
114589,174.0,98
114590,174.0,99
114591,174.0,98
114592,174.0,99
114593,174.0,130
114594,174.0,130
114595,174.0,130
114596,174.0,98
114597,174.0,99
114598,174.0,98
114599,174.0,99
114600,174.0,98
114601,174.0,99
114602,174.0,98
114603,174.0,99
114604,174.0,130
114605,174.0,130
114606,174.0,130
114607,174.0,98
114608,174.0,99
114609,174.0,98
114610,174.0,99
114611,174.0,98
114612,174.0,99
114613,174.0,98
114614,174.0,99
114615,174.0,130
114616,174.0,130
114617,174.0,130
114618,174.0,98
114619,174.0,99
114620,174.0,98
114621,174.0,99
114622,174.0,98
114623,174.0,99
114624,174.0,98
114625,174.0,99
114626,174.0,130
114627,174.0,130
114628,174.0,130
114629,174.0,98
114630,174.0,99
114631,174.0,98
114632,174.0,99
114633,174.0,98
114634,174.0,99
114635,174.0,98
114636,127.0,99
114637,162.0,130
114638,162.0,130
114639,55.0,130
114640,174.0,98
114641,174.0,99
114642,174.0,98
114643,174.0,99
114644,174.0,98
114645,174.0,99
114646,174.0,98
114647,174.0,99
114648,174.0,130
114649,174.0,130
114650,174.0,130
114651,174.0,98
114652,174.0,99
114653,174.0,98
114654,174.0,99
114655,162.0,98
114656,162.0,99
114657,55.0,98
114658,174.0,99
114659,174.0,130
114660,174.0,130
114661,174.0,130
114662,174.0,98
114663,174.0,99
114664,174.0,98
114665,174.0,99
114666,174.0,98
114667,174.0,99
114668,174.0,98
114669,174.0,99
114670,174.0,130
114671,174.0,130
114672,174.0,130
114673,174.0,98
114674,174.0,99
114675,174.0,98
114676,174.0,99
114677,174.0,98
114678,174.0,99
114679,174.0,98
114680,174.0,99
114681,174.0,130
114682,174.0,130
114683,174.0,130
114684,174.0,98
114685,174.0,99
114686,174.0,98
114687,174.0,99
114688,174.0,98
114689,174.0,99
114690,174.0,98
114691,174.0,99
114692,174.0,130
114693,174.0,130
114694,174.0,130
114695,174.0,98
114696,174.0,99
114697,174.0,98
114698,174.0,99
114699,174.0,98
114700,174.0,99
114701,174.0,98
114702,174.0,99
114703,174.0,130
114704,174.0,130
114705,174.0,130
114706,174.0,98
114707,174.0,99
114708,174.0,98
114709,174.0,99
114710,142.0,98
114711,164.0,99
114712,180.0,98
114713,127.0,99
114714,162.0,130
114715,162.0,130
114716,55.0,130
114717,152.0,98
114718,179.0,99
114719,179.0,98
114720,41.0,99
114721,69.0,98
114722,162.0,99
114723,162.0,98
114724,55.0,99
114725,165.0,130
114726,122.0,130
114727,122.0,130
114728,172.0,98
114729,122.0,99
114730,34.0,98
114731,152.0,99
114732,122.0,98
114733,152.0,98
114734,122.0,99
114735,122.0,98
114736,177.0,99
114737,137.0,130
114738,35.0,130
114739,182.0,130
114740,35.0,140
114741,180.0,118
114742,177.0,30
114743,152.0,89
114744,182.0,30
114745,137.0,55
114746,179.0,184
114747,177.0,130
114748,42.0,30
114749,49.0,35
114750,80.0,118
114751,35.0,177
114752,35.0,89
114753,42.0,130
114754,49.0,35
114755,127.0,30
114756,162.0,30
114757,162.0,152
114758,55.0,30
114759,80.0,35
114760,35.0,177
114761,131.0,177
114762,131.0,142
114763,175.0,177
114764,162.0,142
114765,162.0,164
114766,55.0,180
114767,35.0,180
114768,175.0,30
114769,99.0,30
114770,116.0,30
114771,35.0,177
114772,143.0,30
114773,127.0,30
114774,160.0,30
114775,143.0,177
114776,143.0,30
114777,143.0,30
114778,162.0,30
114779,162.0,177
114780,55.0,30
114781,184.0,30
114782,55.0,30
114783,142.0,177
114784,177.0,30
114785,88.0,30
114786,88.0,30
114787,35.0,177
114788,130.0,30
114789,162.0,30
114790,162.0,30
114791,55.0,177
114792,165.0,142
114793,122.0,177
114794,122.0,142
114795,172.0,164
114796,122.0,180
114797,34.0,180
114798,152.0,30
114799,122.0,30
114800,152.0,30
114801,122.0,177
114802,122.0,179
114803,177.0,30
114804,177.0,30
114805,165.0,64
114806,122.0,64
114807,127.0,64
114808,162.0,30
114809,162.0,177
114810,55.0,142
114811,35.0,177
114812,127.0,142
114813,105.0,164
114814,42.0,180
114815,49.0,180
114816,162.0,30
114817,162.0,30
114818,55.0,30
114819,122.0,177
114820,122.0,30
114821,34.0,30
114822,152.0,30
114823,122.0,177
114824,152.0,30
114825,122.0,30
114826,122.0,30
114827,177.0,177
114828,137.0,142
114829,165.0,177
114830,122.0,142
114831,182.0,164
114832,122.0,180
114833,177.0,180
114834,122.0,142
114835,34.0,177
114836,152.0,142
114837,122.0,164
114838,152.0,159
114839,122.0,180
114840,122.0,159
114841,177.0,180
114842,177.0,30
114843,152.0,30
114844,182.0,30
114845,179.0,177
114846,137.0,165
114847,177.0,127
114848,80.0,127
114849,35.0,165
114850,35.0,165
114851,42.0,177
114852,49.0,177
114853,80.0,30
114854,35.0,30
114855,131.0,30
114856,131.0,177
114857,175.0,30
114858,35.0,30
114859,175.0,30
114860,105.0,177
114861,42.0,30
114862,127.0,30
114863,162.0,30
114864,162.0,177
114865,55.0,30
114866,49.0,30
114867,80.0,30
114868,35.0,177
114869,35.0,142
114870,42.0,177
114871,49.0,142
114872,162.0,180
114873,162.0,164
114874,55.0,180
114875,80.0,30
114876,35.0,30
114877,131.0,30
114878,131.0,177
114879,175.0,142
114880,35.0,177
114881,165.0,142
114882,122.0,164
114883,122.0,180
114884,122.0,180
114885,34.0,30
114886,152.0,30
114887,122.0,30
114888,127.0,177
114889,162.0,30
114890,162.0,30
114891,55.0,30
114892,9.0,177
114893,9.0,30
114894,9.0,30
114895,152.0,30
114896,179.0,177
114897,179.0,142
114898,162.0,177
114899,162.0,142
114900,55.0,164
114901,172.0,180
114902,152.0,180
114903,122.0,30
114904,177.0,30
114905,122.0,30
114906,165.0,177
114907,137.0,115
114908,122.0,35
114909,182.0,35
114910,122.0,169
114911,177.0,68
114912,122.0,35
114913,34.0,27
114914,152.0,30
114915,122.0,30
114916,152.0,30
114917,152.0,177
114918,122.0,30
114919,122.0,30
114920,177.0,30
114921,177.0,177
114922,152.0,30
114923,8.0,30
114924,176.0,30
114925,182.0,177
114926,137.0,30
114927,179.0,30
114928,177.0,30
114929,139.0,177
114930,177.0,142
114931,179.0,177
114932,59.0,142
114933,175.0,180
114934,59.0,164
114935,59.0,180
114936,99.0,30
114937,152.0,30
114938,116.0,30
114939,35.0,177
114940,180.0,179
114941,59.0,142
114942,127.0,30
114943,162.0,177
114944,162.0,30
114945,55.0,142
114946,179.0,30
114947,177.0,164
114948,88.0,180
114949,88.0,177
114950,162.0,180
114951,162.0,30
114952,55.0,30
114953,165.0,177
114954,122.0,30
114955,122.0,30
114956,122.0,30
114957,34.0,177
114958,152.0,30
114959,122.0,30
114960,152.0,30
114961,152.0,177
114962,122.0,142
114963,122.0,177
114964,177.0,142
114965,137.0,164
114966,182.0,180
114967,35.0,180
114968,120.0,30
114969,177.0,30
114970,152.0,30
114971,182.0,177
114972,179.0,30
114973,165.0,30
114974,122.0,30
114975,127.0,30
114976,162.0,177
114977,162.0,177
114978,55.0,165
114979,137.0,127
114980,177.0,165
114981,162.0,165
114982,162.0,177
114983,55.0,65
114984,122.0,30
114985,172.0,30
114986,122.0,30
114987,34.0,177
114988,152.0,41
114989,122.0,155
114990,152.0,182
114991,122.0,155
114992,122.0,35
114993,177.0,41
114994,177.0,155
114995,165.0,182
114996,143.0,155
114997,122.0,35
114998,160.0,41
114999,122.0,155
115000,143.0,182
115001,143.0,155
115002,122.0,35
115003,143.0,41
115004,34.0,155
115005,152.0,182
115006,122.0,155
115007,152.0,35
115008,122.0,41
115009,122.0,155
115010,177.0,182
115011,137.0,155
115012,182.0,35
115013,177.0,65
115014,152.0,65
115015,182.0,41
115016,179.0,155
115017,137.0,182
115018,177.0,155
115019,127.0,35
115020,162.0,65
115021,162.0,41
115022,55.0,155
115023,162.0,182
115024,162.0,41
115025,55.0,155
115026,165.0,182
115027,122.0,41
115028,122.0,155
115029,122.0,182
115030,34.0,155
115031,152.0,35
115032,122.0,155
115033,152.0,35
115034,122.0,155
115035,122.0,35
115036,177.0,65
115037,177.0,30
115038,120.0,30
115039,55.0,30
115040,184.0,177
115041,174.0,41
115042,174.0,155
115043,174.0,182
115044,9.0,155
115045,9.0,35
115046,9.0,65
115047,127.0,30
115048,9.0,30
115049,9.0,30
115050,9.0,177
115051,162.0,142
115052,179.0,30
115053,162.0,30
115054,55.0,177
115055,174.0,30
115056,174.0,142
115057,174.0,164
115058,152.0,30
115059,174.0,180
115060,152.0,177
115061,174.0,180
115062,176.0,30
115063,174.0,30
115064,174.0,30
115065,174.0,177
115066,174.0,142
115067,162.0,177
115068,162.0,142
115069,55.0,142
115070,165.0,164
115071,122.0,41
115072,122.0,180
115073,122.0,180
115074,34.0,59
115075,152.0,35
115076,122.0,41
115077,152.0,59
115078,122.0,35
115079,122.0,41
115080,177.0,59
115081,137.0,35
115082,174.0,41
115083,182.0,59
115084,174.0,35
115085,174.0,41
115086,174.0,59
115087,177.0,35
115088,152.0,180
115089,182.0,30
115090,179.0,30
115091,137.0,30
115092,177.0,177
115093,174.0,30
115094,174.0,30
115095,174.0,30
115096,174.0,177
115097,174.0,142
115098,174.0,177
115099,174.0,142
115100,174.0,164
115101,174.0,180
115102,174.0,180
115103,174.0,30
115104,174.0,30
115105,174.0,30
115106,174.0,177
115107,174.0,30
115108,174.0,30
115109,174.0,30
115110,174.0,177
115111,174.0,30
115112,174.0,30
115113,174.0,30
115114,174.0,177
115115,174.0,115
115116,174.0,169
115117,174.0,68
115118,165.0,35
115119,122.0,27
115120,122.0,30
115121,122.0,30
115122,34.0,30
115123,127.0,177
115124,162.0,142
115125,162.0,177
115126,55.0,142
115127,174.0,142
115128,174.0,114
115129,174.0,164
115130,174.0,114
115131,174.0,156
115132,174.0,179
115133,174.0,156
115134,174.0,34
115135,174.0,114
115136,174.0,140
115137,162.0,179
115138,162.0,140
115139,55.0,179
115140,152.0,114
115141,122.0,156
115142,152.0,180
115143,122.0,127
115144,122.0,180
115145,177.0,127
115146,177.0,114
115147,174.0,101
115148,174.0,140
115149,174.0,179
115150,174.0,152
115151,174.0,140
115152,174.0,114
115153,174.0,156
115154,174.0,180
115155,174.0,30
115156,174.0,30
115157,174.0,30
115158,174.0,177
115159,174.0,30
115160,174.0,30
115161,174.0,30
115162,174.0,177
115163,174.0,142
115164,174.0,177
115165,174.0,142
115166,174.0,164
115167,174.0,180
115168,174.0,180
115169,174.0,177
115170,174.0,179
115171,174.0,30
115172,174.0,30
115173,174.0,30
115174,174.0,177
115175,174.0,142
115176,179.0,177
115177,152.0,142
115178,177.0,164
115179,179.0,180
115180,140.0,180
115181,34.0,30
115182,140.0,30
115183,140.0,30
115184,177.0,177
115185,165.0,127
115186,122.0,127
115187,122.0,177
115188,122.0,127
115189,34.0,42
115190,127.0,42
115191,162.0,41
115192,162.0,69
115193,55.0,35
115194,48.0,69
115195,98.0,152
115196,99.0,35
115197,93.0,152
115198,94.0,69
115199,116.0,152
115200,35.0,177
115201,98.0,108
115202,99.0,35
115203,93.0,108
115204,94.0,35
115205,61.0,182
115206,162.0,41
115207,162.0,69
115208,55.0,35
115209,152.0,35
115210,122.0,127
115211,152.0,69
115212,122.0,179
115213,122.0,177
115214,177.0,179
115215,137.0,152
115216,182.0,152
115217,177.0,152
115218,182.0,69
115219,137.0,152
115220,177.0,177
115221,35.0,30
115222,1.0,30
115223,35.0,30
115224,152.0,177
115225,48.0,177
115226,140.0,115
115227,177.0,35
115228,140.0,35
115229,34.0,175
115230,179.0,175
115231,35.0,35
115232,35.0,180
115233,34.0,142
115234,152.0,177
115235,179.0,142
115236,179.0,164
115237,177.0,180
115238,157.0,180
115239,157.0,30
115240,157.0,30
115241,141.0,30
115242,152.0,177
115243,179.0,142
115244,152.0,177
115245,35.0,142
115246,127.0,164
115247,162.0,159
115248,162.0,180
115249,55.0,159
115250,35.0,180
115251,35.0,127
115252,35.0,127
115253,35.0,127
115254,68.0,127
115255,68.0,127
115256,35.0,127
115257,162.0,127
115258,162.0,127
115259,55.0,127
115260,165.0,127
115261,122.0,127
115262,122.0,127
115263,122.0,127
115264,34.0,127
115265,152.0,30
115266,122.0,127
115267,152.0,30
115268,122.0,30
115269,122.0,177
115270,177.0,177
115271,177.0,165
115272,35.0,127
115273,35.0,165
115274,35.0,165
115275,35.0,177
115276,35.0,30
115277,89.0,30
115278,118.0,30
115279,89.0,177
115280,35.0,30
115281,89.0,30
115282,118.0,30
115283,89.0,177
115284,35.0,30
115285,130.0,30
115286,165.0,30
115287,122.0,177
115288,122.0,30
115289,122.0,30
115290,34.0,30
115291,152.0,177
115292,122.0,142
115293,152.0,177
115294,122.0,142
115295,122.0,164
115296,177.0,180
115297,137.0,180
115298,152.0,30
115299,182.0,30
115300,127.0,30
115301,177.0,177
115302,162.0,142
115303,162.0,177
115304,55.0,142
115305,179.0,164
115306,179.0,180
115307,152.0,180
115308,182.0,30
115309,137.0,30
115310,179.0,30
115311,177.0,177
115312,35.0,177
115313,41.0,115
115314,162.0,180
115315,162.0,30
115316,55.0,30
115317,92.0,30
115318,93.0,177
115319,94.0,142
115320,61.0,177
115321,35.0,142
115322,35.0,164
115323,92.0,180
115324,114.0,180
115325,35.0,30
115326,48.0,30
115327,41.0,30
115328,98.0,177
115329,99.0,30
115330,165.0,30
115331,122.0,30
115332,122.0,177
115333,122.0,30
115334,34.0,30
115335,152.0,30
115336,122.0,177
115337,152.0,30
115338,122.0,30
115339,122.0,30
115340,177.0,177
115341,177.0,30
115342,93.0,30
115343,94.0,30
115344,61.0,177
115345,35.0,30
115346,1.0,30
115347,35.0,30
115348,60.0,177
115349,89.0,142
115350,127.0,177
115351,162.0,142
115352,162.0,164
115353,55.0,180
115354,118.0,180
115355,89.0,30
115356,35.0,30
115357,89.0,30
115358,118.0,177
115359,89.0,179
115360,35.0,142
115361,162.0,177
115362,162.0,142
115363,55.0,164
115364,130.0,180
115365,35.0,180
115366,89.0,30
115367,118.0,30
115368,89.0,30
115369,35.0,177
115370,89.0,30
115371,118.0,30
115372,89.0,30
115373,35.0,177
115374,165.0,142
115375,122.0,30
115376,122.0,177
115377,122.0,30
115378,34.0,142
115379,152.0,30
115380,122.0,164
115381,152.0,177
115382,122.0,180
115383,122.0,180
115384,177.0,30
115385,137.0,30
115386,182.0,30
115387,130.0,177
115388,35.0,142
115389,35.0,177
115390,177.0,8
115391,152.0,176
115392,182.0,139
115393,179.0,177
115394,137.0,179
115395,177.0,41
115396,89.0,59
115397,118.0,60
115398,35.0,59
115399,180.0,59
115400,180.0,152
115401,127.0,180
115402,143.0,59
115403,160.0,179
115404,143.0,177
115405,127.0,177
115406,160.0,165
115407,143.0,127
115408,143.0,177
115409,162.0,127
115410,143.0,165
115411,162.0,165
115412,55.0,177
115413,114.0,30
115414,114.0,30
115415,101.0,30
115416,179.0,177
115417,179.0,30
115418,179.0,30
115419,101.0,30
115420,152.0,177
115421,165.0,30
115422,177.0,30
115423,162.0,30
115424,162.0,177
115425,55.0,30
115426,55.0,30
115427,165.0,30
115428,184.0,177
115429,122.0,142
115430,139.0,177
115431,122.0,142
115432,172.0,180
115433,122.0,164
115434,34.0,180
115435,152.0,30
115436,122.0,30
115437,172.0,30
115438,152.0,177
115439,127.0,142
115440,162.0,177
115441,162.0,142
115442,55.0,164
115443,152.0,180
115444,179.0,180
115445,179.0,30
115446,152.0,30
115447,179.0,30
115448,179.0,177
115449,162.0,30
115450,162.0,30
115451,55.0,30
115452,122.0,177
115453,122.0,30
115454,177.0,30
115455,177.0,30
115456,165.0,177
115457,122.0,142
115458,122.0,177
115459,172.0,142
115460,122.0,164
115461,34.0,180
115462,127.0,180
115463,162.0,30
115464,162.0,30
115465,55.0,30
115466,122.0,177
115467,122.0,142
115468,144.0,177
115469,162.0,8
115470,162.0,176
115471,55.0,139
115472,152.0,177
115473,122.0,179
115474,152.0,59
115475,122.0,59
115476,122.0,59
115477,177.0,152
115478,137.0,180
115479,165.0,59
115480,182.0,179
115481,122.0,177
115482,122.0,30
115483,177.0,30
115484,122.0,30
115485,34.0,177
115486,152.0,142
115487,122.0,177
115488,172.0,142
115489,152.0,164
115490,122.0,159
115491,122.0,180
115492,177.0,159
115493,127.0,180
115494,162.0,30
115495,162.0,30
115496,55.0,30
115497,152.0,177
115498,182.0,30
115499,179.0,30
115500,143.0,30
115501,162.0,177
115502,59.0,65
115503,162.0,30
115504,55.0,30
115505,177.0,30
115506,165.0,177
115507,160.0,142
115508,122.0,177
115509,122.0,142
115510,143.0,180
115511,143.0,164
115512,122.0,180
115513,143.0,30
115514,34.0,30
115515,152.0,30
115516,122.0,177
115517,152.0,142
115518,122.0,177
115519,122.0,179
115520,177.0,142
115521,137.0,142
115522,165.0,41
115523,122.0,164
115524,122.0,180
115525,122.0,180
115526,34.0,59
115527,152.0,35
115528,122.0,41
115529,152.0,59
115530,122.0,35
115531,177.0,41
115532,137.0,59
115533,182.0,35
115534,177.0,41
115535,177.0,59
115536,152.0,35
115537,122.0,41
115538,177.0,59
115539,182.0,35
115540,137.0,180
115541,179.0,30
115542,177.0,30
115543,88.0,30
115544,130.0,177
115545,35.0,30
115546,88.0,30
115547,107.0,30
115548,41.0,177
115549,127.0,30
115550,9.0,30
115551,162.0,30
115552,68.0,177
115553,162.0,142
115554,60.0,40
115555,55.0,177
115556,162.0,115
115557,162.0,157
